Neighborhood,Municipality,Year,Age,Gender,StrugglingMakeEnds,ReceivesSupportFromOthers,VolunteerWork,Caregiver,FragileHealthSocialDomain,HighRiskAnxietyDisorderOrDepression,LowResilience,ModerateControlOverMyOwnLife,VeryMuchStressLast4Weeks,SuicideThoughtsLast12Months,GoodExperiencedHealth,MovementImpairment,HearingImpairment,WeeklyExercising,Lonely_25,SeverelyLonely_26,EmotionallyLonely_27,SociallyLonely_28
Krimpen-Centrum,Krimpen aan den IJssel,2022,25-34,Male,21.7,13.8,28.0,15.7,14.1,15.3,18.9,63.1,28.3,3.5,71.7,8.7,5.7,55.4,62.0,16.8,37.8,37.5
Krimpen-Centrum,Krimpen aan den IJssel,2022,25-34,Female,22.1,16.5,25.3,18.4,15.9,16.0,19.9,61.5,29.3,4.0,70.8,10.3,5.3,51.7,62.0,14.4,40.9,37.2
Krimpen-Centrum,Krimpen aan den IJssel,2018,35-44,Male,21.3,13.1,30.4,21.6,16.3,13.1,17.8,63.7,26.0,3.5,70.1,12.6,7.6,53.3,58.4,15.1,33.0,35.7
Krimpen-Centrum,Krimpen aan den IJssel,2018,35-44,Female,22.1,14.8,27.8,24.1,16.4,15.7,18.9,62.5,27.8,3.4,68.9,13.9,8.2,50.2,60.9,15.1,37.3,38.2
Krimpen-Centrum,Krimpen aan den IJssel,2019,35-44,Male,21.2,12.7,30.6,20.8,16.0,13.3,17.8,63.8,26.0,3.4,70.1,12.3,7.7,53.2,58.3,10.5,34.9,35.9
Krimpen-Centrum,Krimpen aan den IJssel,2019,35-44,Female,21.9,14.2,28.4,24.2,17.0,15.4,18.4,62.5,27.7,3.9,68.8,13.8,7.6,50.0,61.0,17.0,38.8,38.0
Krimpen-Centrum,Krimpen aan den IJssel,2020,35-44,Male,21.4,12.1,30.9,21.3,16.3,14.0,17.5,63.1,25.9,2.8,69.5,11.8,7.3,52.4,56.3,13.2,33.1,33.0
Krimpen-Centrum,Krimpen aan den IJssel,2020,35-44,Female,22.0,14.9,28.6,23.4,16.6,15.5,18.7,62.9,28.0,3.4,69.3,13.6,7.5,49.9,59.8,15.1,37.2,36.0
Krimpen-Centrum,Krimpen aan den IJssel,2021,35-44,Male,20.8,12.8,30.8,21.6,15.7,13.8,17.8,63.4,26.2,2.6,69.7,12.3,7.8,52.9,59.5,16.1,35.7,34.3
Krimpen-Centrum,Krimpen aan den IJssel,2021,35-44,Female,21.6,14.2,27.7,24.2,17.2,16.2,18.3,63.0,27.8,3.8,68.9,13.4,8.1,50.5,62.0,12.9,37.6,39.2
Krimpen-Centrum,Krimpen aan den IJssel,2022,35-44,Male,21.7,12.2,31.4,21.1,15.9,13.3,17.4,63.1,26.7,3.4,69.8,12.0,7.5,52.7,59.6,10.6,35.5,35.4
Krimpen-Centrum,Krimpen aan den IJssel,2022,35-44,Female,22.3,14.2,27.7,23.5,17.0,15.9,18.7,62.6,28.3,3.3,69.4,13.4,7.2,50.4,62.0,15.0,37.2,38.7
Krimpen-Centrum,Krimpen aan den IJssel,2018,45-54,Male,20.4,13.0,32.5,23.4,18.1,12.2,16.3,62.4,24.1,3.4,66.8,17.4,11.2,51.8,58.3,12.6,32.8,31.7
Krimpen-Centrum,Krimpen aan den IJssel,2018,45-54,Female,21.1,16.3,29.7,25.4,19.8,15.1,18.1,61.5,26.0,4.0,65.5,18.5,11.1,49.0,62.0,16.1,38.2,34.9
Krimpen-Centrum,Krimpen aan den IJssel,2019,45-54,Male,20.6,12.9,32.3,23.1,18.9,12.9,16.4,63.1,24.3,3.5,66.9,17.9,11.9,51.6,58.5,16.3,33.5,32.8
Krimpen-Centrum,Krimpen aan den IJssel,2019,45-54,Female,21.4,16.4,29.3,24.9,19.6,14.2,17.9,62.0,26.1,3.2,65.9,18.9,10.6,48.7,62.0,11.0,35.5,35.8
Krimpen-Centrum,Krimpen aan den IJssel,2020,45-54,Male,20.3,12.9,31.8,22.8,18.5,13.1,16.3,62.5,24.6,3.1,66.7,17.7,11.1,51.6,61.4,14.3,34.5,35.6
Krimpen-Centrum,Krimpen aan den IJssel,2020,45-54,Female,21.3,16.4,29.7,25.6,19.9,15.0,18.0,61.6,25.3,3.8,65.4,18.9,10.9,49.1,62.0,12.2,38.9,36.5
Krimpen-Centrum,Krimpen aan den IJssel,2021,45-54,Male,20.1,12.9,31.8,22.7,18.2,13.1,17.0,62.4,24.7,3.5,66.6,17.1,11.4,52.0,61.7,11.4,36.2,36.2
Krimpen-Centrum,Krimpen aan den IJssel,2021,45-54,Female,21.3,16.0,29.5,24.6,19.5,14.6,17.9,61.5,25.3,3.6,65.6,19.1,11.1,48.9,62.0,13.2,37.0,34.8
Krimpen-Centrum,Krimpen aan den IJssel,2022,45-54,Male,20.5,13.0,31.9,23.2,18.1,12.8,17.2,62.8,24.3,2.8,66.2,17.7,11.1,51.5,58.1,14.3,33.7,33.3
Krimpen-Centrum,Krimpen aan den IJssel,2022,45-54,Female,21.5,15.6,29.5,24.7,19.5,15.1,17.8,61.4,25.4,3.6,66.0,18.6,10.7,49.0,62.0,13.9,36.2,35.7
Krimpen-Centrum,Krimpen aan den IJssel,2018,55-64,Male,20.8,12.3,32.9,23.4,21.0,12.0,15.6,61.3,22.1,1.9,64.6,22.3,15.1,50.3,62.0,17.9,32.7,36.4
Krimpen-Centrum,Krimpen aan den IJssel,2018,55-64,Female,20.8,15.1,30.4,25.2,21.5,13.5,16.8,59.5,23.5,2.2,63.2,23.2,15.4,47.5,62.0,16.7,35.8,35.8
Krimpen-Centrum,Krimpen aan den IJssel,2019,55-64,Male,20.0,11.9,32.5,23.6,21.2,11.5,16.5,61.0,22.2,1.9,64.0,22.6,15.2,50.5,62.0,11.9,35.0,36.4
Krimpen-Centrum,Krimpen aan den IJssel,2019,55-64,Female,20.7,15.5,30.4,25.2,21.6,13.5,16.4,59.4,23.2,2.1,63.2,24.0,15.1,46.8,62.0,16.4,36.7,35.8
Krimpen-Centrum,Krimpen aan den IJssel,2020,55-64,Male,20.1,12.6,32.8,22.7,20.9,11.9,16.4,60.7,22.6,2.3,64.3,22.9,15.0,50.2,62.0,15.3,35.4,34.6
Krimpen-Centrum,Krimpen aan den IJssel,2020,55-64,Female,20.3,15.2,29.9,25.0,20.9,14.3,17.1,60.1,23.8,2.8,63.6,24.0,15.3,46.8,62.0,13.9,37.4,36.7
Krimpen-Centrum,Krimpen aan den IJssel,2021,55-64,Male,20.7,12.8,32.4,23.3,20.4,11.8,16.1,61.3,22.2,2.5,64.5,22.5,15.4,50.2,62.0,16.9,34.8,34.4
Krimpen-Centrum,Krimpen aan den IJssel,2021,55-64,Female,20.6,15.3,30.6,25.1,21.2,13.4,17.0,59.7,23.8,2.8,63.5,23.2,14.9,46.9,62.0,14.0,37.1,35.4
Krimpen-Centrum,Krimpen aan den IJssel,2022,55-64,Male,20.6,12.0,33.1,23.3,20.4,11.5,16.1,60.7,22.0,2.1,64.3,22.9,15.1,50.5,62.0,16.8,34.3,34.7
Krimpen-Centrum,Krimpen aan den IJssel,2022,55-64,Female,20.3,15.2,30.1,24.9,21.3,14.0,16.9,59.5,23.2,2.0,62.6,23.5,15.2,47.0,62.0,11.3,35.1,36.7
Krimpen-Noord,Krimpen aan den IJssel,2018,18-24,Male,18.5,13.1,26.2,12.5,11.7,14.2,17.1,60.6,25.8,4.0,74.5,3.7,3.1,57.7,62.0,12.8,35.4,39.7
Krimpen-Noord,Krimpen aan den IJssel,2018,18-24,Female,20.0,16.2,24.2,15.6,13.4,16.8,18.1,58.9,28.2,4.7,73.7,5.3,2.4,55.0,62.0,12.6,39.7,38.1
Krimpen-Noord,Krimpen aan den IJssel,2019,18-24,Male,18.7,13.4,26.5,12.9,11.8,14.8,17.9,60.1,26.7,4.5,74.4,3.8,2.6,57.4,62.0,11.9,38.3,40.1
Krimpen-Noord,Krimpen aan den IJssel,2019,18-24,Female,20.1,16.1,23.7,15.5,12.9,16.6,18.4,58.9,27.7,4.7,73.5,5.5,2.6,54.6,62.0,12.2,37.7,40.6
Krimpen-Noord,Krimpen aan den IJssel,2020,18-24,Male,18.7,13.4,26.6,13.1,12.4,14.9,17.0,60.8,26.6,4.2,74.5,4.3,2.7,57.0,62.0,12.3,37.7,38.6
Krimpen-Noord,Krimpen aan den IJssel,2020,18-24,Female,19.6,16.5,23.7,15.3,13.0,16.5,18.2,58.8,27.3,4.2,73.9,5.9,2.3,55.0,62.0,15.5,38.7,40.5
Krimpen-Noord,Krimpen aan den IJssel,2021,18-24,Male,18.8,13.3,26.8,12.2,12.1,14.1,18.0,61.0,26.6,4.7,73.8,4.4,3.1,57.6,62.0,16.0,37.1,40.6
Krimpen-Noord,Krimpen aan den IJssel,2021,18-24,Female,20.1,16.5,23.7,15.6,12.7,16.9,18.4,59.0,27.3,4.8,74.0,5.3,2.3,54.6,62.0,11.9,39.2,39.0
Krimpen-Noord,Krimpen aan den IJssel,2022,18-24,Male,19.0,13.0,26.3,12.7,12.2,14.1,17.9,60.3,26.2,4.5,74.7,4.3,2.8,57.0,62.0,16.3,35.7,39.8
Krimpen-Noord,Krimpen aan den IJssel,2022,18-24,Female,20.3,16.1,24.0,15.8,12.6,16.7,17.8,59.2,27.4,4.9,73.1,5.0,2.6,54.5,62.0,15.5,37.5,41.1
Krimpen-Noord,Krimpen aan den IJssel,2018,25-34,Male,17.5,12.8,28.3,15.8,11.8,13.3,15.3,62.5,25.0,3.4,72.4,6.5,3.9,54.9,57.3,11.7,33.3,35.3
Krimpen-Noord,Krimpen aan den IJssel,2018,25-34,Female,18.4,15.2,25.7,17.6,11.8,14.4,16.6,61.8,26.7,3.7,71.8,7.4,3.3,52.2,60.8,13.8,34.1,39.4
Krimpen-Noord,Krimpen aan den IJssel,2019,25-34,Male,17.3,12.0,28.8,15.9,11.6,13.1,15.4,62.6,25.4,3.1,72.1,6.5,3.9,55.7,59.0,12.6,33.4,37.3
Krimpen-Noord,Krimpen aan den IJssel,2019,25-34,Female,17.7,15.2,26.3,17.7,11.7,13.8,16.5,62.6,26.4,3.3,71.3,7.8,3.2,52.1,61.5,12.0,34.5,37.6
Krimpen-Noord,Krimpen aan den IJssel,2020,25-34,Male,17.8,12.6,28.9,15.9,11.9,13.1,15.9,62.9,25.6,3.2,73.1,6.0,3.5,55.7,57.2,13.7,33.6,35.6
Krimpen-Noord,Krimpen aan den IJssel,2020,25-34,Female,17.6,15.2,25.5,18.2,12.3,14.5,16.7,61.8,26.8,3.2,70.9,7.9,3.2,52.4,62.0,14.1,37.4,38.9
Krimpen-Noord,Krimpen aan den IJssel,2021,25-34,Male,18.1,12.4,29.1,15.6,11.3,12.4,15.4,62.7,25.0,2.8,72.9,6.4,3.1,55.7,57.0,14.7,31.2,34.7
Krimpen-Noord,Krimpen aan den IJssel,2021,25-34,Female,18.2,15.3,26.1,18.0,11.9,14.6,17.1,62.1,25.9,3.3,71.1,7.5,2.9,52.5,61.4,13.1,35.8,39.7
Krimpen-Noord,Krimpen aan den IJssel,2022,25-34,Male,17.4,12.8,29.0,16.2,11.4,12.5,15.4,63.2,25.2,2.9,72.8,5.6,3.9,54.8,58.7,15.1,32.3,36.3
Krimpen-Noord,Krimpen aan den IJssel,2022,25-34,Female,17.6,15.1,25.8,17.7,11.7,13.9,16.6,62.4,26.5,3.1,71.0,8.0,3.4,51.8,59.5,12.3,34.7,36.0
Krimpen-Noord,Krimpen aan den IJssel,2018,35-44,Male,16.9,11.3,31.5,20.3,13.4,11.4,14.5,63.8,23.5,2.8,70.4,8.7,4.5,53.5,51.8,10.2,26.6,29.7
Krimpen-Noord,Krimpen aan den IJssel,2018,35-44,Female,17.8,12.9,29.5,22.9,14.2,13.7,15.6,63.3,25.3,3.4,69.9,9.8,4.6,50.3,55.7,15.4,32.3,34.0
Krimpen-Noord,Krimpen aan den IJssel,2019,35-44,Male,17.2,11.0,30.7,20.1,13.3,11.8,14.9,63.3,23.0,2.6,70.4,9.2,4.9,53.6,52.4,12.5,26.7,33.4
Krimpen-Noord,Krimpen aan den IJssel,2019,35-44,Female,17.3,13.0,28.9,22.8,14.5,13.7,15.0,63.0,24.6,3.0,69.7,9.9,4.2,49.9,57.4,13.1,33.1,34.3
Krimpen-Noord,Krimpen aan den IJssel,2020,35-44,Male,17.3,11.4,31.4,20.8,12.9,12.0,14.1,63.9,23.0,2.1,70.0,8.8,4.6,52.8,53.8,14.4,29.8,32.5
Krimpen-Noord,Krimpen aan den IJssel,2020,35-44,Female,17.4,13.7,29.3,22.8,14.6,14.4,15.4,62.9,25.4,2.7,69.2,9.6,4.8,50.1,57.3,12.7,33.5,34.0
Krimpen-Noord,Krimpen aan den IJssel,2021,35-44,Male,17.6,11.3,31.4,20.2,13.1,11.4,14.9,63.9,23.6,2.8,69.8,8.3,5.3,53.3,52.1,11.6,29.1,32.0
Krimpen-Noord,Krimpen aan den IJssel,2021,35-44,Female,17.9,13.1,28.8,22.8,13.9,14.3,15.0,63.0,25.3,2.7,69.9,10.3,4.3,50.4,58.3,13.8,32.3,35.3
Krimpen-Noord,Krimpen aan den IJssel,2022,35-44,Male,17.2,10.8,31.0,20.6,13.7,11.1,14.7,63.1,23.4,2.6,70.1,9.0,5.3,52.9,55.4,12.7,28.0,34.0
Krimpen-Noord,Krimpen aan den IJssel,2022,35-44,Female,17.2,13.8,29.3,23.1,14.6,14.0,15.6,62.9,25.1,2.7,69.4,9.9,4.5,50.4,58.5,11.6,34.4,36.3
Krimpen-Noord,Krimpen aan den IJssel,2018,45-54,Male,16.6,11.0,32.1,23.0,15.7,9.9,13.8,63.2,21.6,2.2,67.7,13.9,9.3,51.7,57.4,15.1,29.9,33.5
Krimpen-Noord,Krimpen aan den IJssel,2018,45-54,Female,16.3,13.5,30.0,25.6,16.2,12.3,14.5,62.5,24.2,2.5,66.5,16.1,8.8,48.1,60.4,13.8,32.5,36.6
Krimpen-Noord,Krimpen aan den IJssel,2019,45-54,Male,16.2,10.4,32.7,22.6,15.7,10.2,13.3,63.6,21.8,2.9,67.1,14.2,9.1,52.1,55.1,9.6,28.5,32.1
Krimpen-Noord,Krimpen aan den IJssel,2019,45-54,Female,16.6,13.7,30.2,25.1,16.2,11.6,14.7,61.9,23.8,2.8,66.4,16.1,8.1,48.1,57.6,12.5,30.4,35.1
Krimpen-Noord,Krimpen aan den IJssel,2020,45-54,Male,16.3,10.5,32.8,23.1,16.2,10.6,13.3,62.9,22.2,2.0,67.4,14.1,8.9,51.7,55.2,10.7,28.5,31.2
Krimpen-Noord,Krimpen aan den IJssel,2020,45-54,Female,16.7,13.7,30.1,25.8,16.9,11.7,14.8,62.0,23.6,2.7,66.3,16.3,8.4,48.6,58.7,11.0,30.9,34.0
Krimpen-Noord,Krimpen aan den IJssel,2021,45-54,Male,16.8,10.5,33.0,23.0,16.3,10.2,13.8,63.2,21.9,2.6,67.7,13.9,9.4,51.5,54.9,13.7,28.3,32.7
Krimpen-Noord,Krimpen aan den IJssel,2021,45-54,Female,16.9,13.0,30.6,25.8,16.0,11.4,14.1,62.1,23.3,2.7,66.3,16.6,9.1,48.1,60.5,12.1,32.9,36.6
Krimpen-Noord,Krimpen aan den IJssel,2022,45-54,Male,16.1,11.0,33.1,23.1,15.6,10.2,13.2,62.8,21.6,2.6,67.6,14.4,9.2,52.2,54.7,13.3,27.4,33.1
Krimpen-Noord,Krimpen aan den IJssel,2022,45-54,Female,16.8,13.7,30.2,25.0,16.5,11.8,14.6,61.9,24.2,3.1,66.4,15.8,8.2,49.0,59.7,14.7,30.6,35.2
Krimpen-Noord,Krimpen aan den IJssel,2018,55-64,Male,15.8,10.5,32.8,22.9,18.4,9.1,13.5,61.7,20.1,1.7,64.1,18.8,12.1,50.2,59.7,11.2,30.6,34.7
Krimpen-Noord,Krimpen aan den IJssel,2018,55-64,Female,16.6,13.7,30.4,25.4,19.5,11.1,13.8,60.3,21.3,2.4,62.6,19.2,12.4,47.3,61.6,11.0,32.9,35.6
Krimpen-Noord,Krimpen aan den IJssel,2019,55-64,Male,16.2,10.6,32.7,22.3,18.0,9.5,13.5,61.9,19.8,1.5,64.3,18.8,12.0,49.9,58.6,13.8,29.3,34.6
Krimpen-Noord,Krimpen aan den IJssel,2019,55-64,Female,16.6,13.9,29.6,25.4,18.9,11.5,14.1,60.8,20.5,2.3,63.0,19.6,11.7,46.8,62.0,15.0,33.4,36.4
Krimpen-Noord,Krimpen aan den IJssel,2020,55-64,Male,16.5,11.0,32.3,22.2,17.7,9.1,13.3,61.8,19.8,1.6,64.0,18.3,12.4,49.4,59.7,10.8,29.6,34.4
Krimpen-Noord,Krimpen aan den IJssel,2020,55-64,Female,16.9,14.5,30.5,25.3,19.4,11.5,14.1,60.8,20.4,2.7,63.1,19.8,12.2,46.9,62.0,15.6,33.9,36.1
Krimpen-Noord,Krimpen aan den IJssel,2021,55-64,Male,16.5,10.6,32.4,23.0,17.8,9.8,13.4,61.9,19.6,1.6,63.9,18.4,12.6,49.7,59.8,16.0,31.0,35.0
Krimpen-Noord,Krimpen aan den IJssel,2021,55-64,Female,16.7,14.5,30.5,25.4,18.8,11.6,14.7,60.2,20.4,2.4,62.5,19.7,12.0,47.4,62.0,13.9,34.1,36.0
Krimpen-Noord,Krimpen aan den IJssel,2022,55-64,Male,16.1,10.4,33.2,22.2,17.6,9.2,13.5,62.0,19.2,1.8,64.2,19.0,12.0,50.3,59.4,15.3,29.6,33.7
Krimpen-Noord,Krimpen aan den IJssel,2022,55-64,Female,16.8,14.4,29.6,25.3,19.6,11.8,14.7,60.7,20.8,2.3,62.5,19.5,11.9,46.7,62.0,12.9,34.6,36.1
Langeland,Krimpen aan den IJssel,2018,18-24,Male,27.4,18.4,21.2,12.0,18.8,19.6,23.9,55.8,32.2,5.2,70.2,11.6,8.1,52.3,62.0,11.1,43.8,40.1
Langeland,Krimpen aan den IJssel,2018,18-24,Female,28.2,20.2,18.5,14.7,20.0,22.0,24.4,55.3,34.0,5.8,68.5,12.1,7.6,50.0,62.0,11.3,47.6,41.7
Langeland,Krimpen aan den IJssel,2019,18-24,Male,27.5,17.6,21.5,12.2,19.0,19.6,23.9,55.4,32.2,5.6,69.9,10.8,7.4,52.1,62.0,16.3,43.3,40.0
Langeland,Krimpen aan den IJssel,2019,18-24,Female,27.9,20.1,18.6,14.6,19.6,22.2,24.1,54.8,33.4,5.6,67.9,12.3,8.0,50.2,62.0,14.8,45.7,39.7
Langeland,Krimpen aan den IJssel,2020,18-24,Male,27.2,17.9,21.1,12.1,19.0,20.0,23.3,55.6,31.7,5.7,69.5,11.5,8.0,52.0,62.0,15.4,44.2,41.2
Langeland,Krimpen aan den IJssel,2020,18-24,Female,28.3,20.1,18.3,14.2,19.8,22.5,24.0,54.9,33.8,5.8,67.8,12.3,7.9,49.7,62.0,12.1,45.8,42.3
Langeland,Krimpen aan den IJssel,2021,18-24,Male,26.8,17.5,20.9,12.5,18.8,20.2,23.5,56.3,32.0,5.6,69.7,11.5,7.2,52.1,62.0,14.1,45.7,42.2
Langeland,Krimpen aan den IJssel,2021,18-24,Female,28.3,20.9,18.7,14.1,19.9,22.2,23.9,54.7,33.7,5.2,68.3,12.6,7.8,50.1,62.0,17.3,45.3,41.8
Langeland,Krimpen aan den IJssel,2022,18-24,Male,27.0,17.5,21.3,12.2,19.0,20.4,23.6,56.3,32.7,5.5,69.3,11.3,7.3,51.9,62.0,12.0,44.7,42.0
Langeland,Krimpen aan den IJssel,2022,18-24,Female,28.6,20.5,18.8,14.0,19.9,22.5,23.7,54.4,33.2,5.5,68.6,12.1,7.4,49.3,62.0,13.4,46.1,39.8
Langeland,Krimpen aan den IJssel,2018,25-34,Male,25.4,16.3,22.9,15.5,18.3,18.8,21.4,58.6,31.2,4.3,67.1,13.5,7.8,50.5,62.0,16.0,43.6,39.7
Langeland,Krimpen aan den IJssel,2018,25-34,Female,25.2,19.4,20.6,18.6,18.9,20.0,22.4,57.8,32.6,4.5,66.2,15.0,8.3,47.3,62.0,16.6,43.1,39.0
Langeland,Krimpen aan den IJssel,2019,25-34,Male,25.4,16.7,23.3,15.3,17.9,19.0,21.2,58.8,31.2,4.2,67.5,13.9,8.6,50.1,62.0,10.7,41.3,40.9
Langeland,Krimpen aan den IJssel,2019,25-34,Female,25.9,19.4,20.4,17.9,19.2,20.4,21.7,58.2,32.9,4.8,66.5,14.7,7.7,47.1,62.0,17.9,43.9,40.9
Langeland,Krimpen aan den IJssel,2020,25-34,Male,25.6,16.6,22.8,15.8,17.9,18.9,21.7,59.1,30.9,3.8,67.8,13.4,8.2,50.2,62.0,11.7,42.0,40.8
Langeland,Krimpen aan den IJssel,2020,25-34,Female,25.8,19.3,20.1,18.2,19.2,20.6,21.8,58.0,32.6,4.2,66.3,15.2,8.4,47.5,62.0,12.9,45.3,41.2
Langeland,Krimpen aan den IJssel,2021,25-34,Male,26.2,16.6,22.8,15.3,18.2,18.4,21.9,58.2,30.6,4.1,67.5,13.3,8.2,50.0,62.0,12.8,43.2,39.5
Langeland,Krimpen aan den IJssel,2021,25-34,Female,25.9,19.8,20.6,18.5,19.1,20.1,21.8,58.1,32.3,4.1,66.0,15.3,8.3,47.5,62.0,12.3,42.4,40.4
Langeland,Krimpen aan den IJssel,2022,25-34,Male,26.0,17.0,23.2,15.5,18.0,18.6,21.8,59.1,30.8,3.7,67.6,13.6,8.4,49.8,62.0,14.6,42.5,39.9
Langeland,Krimpen aan den IJssel,2022,25-34,Female,25.4,19.2,20.8,18.5,19.2,20.3,22.5,58.4,32.0,4.0,66.3,15.2,7.7,47.0,62.0,13.2,44.8,40.6
Langeland,Krimpen aan den IJssel,2018,35-44,Male,25.7,15.7,26.6,20.4,19.3,16.5,20.2,58.8,30.2,4.2,66.0,15.6,9.5,48.3,62.0,15.3,40.5,37.4
Langeland,Krimpen aan den IJssel,2018,35-44,Female,27.1,18.9,23.1,22.4,21.3,18.2,21.3,58.2,31.6,4.8,64.3,17.6,8.7,46.5,62.0,12.8,40.9,39.8
Langeland,Krimpen aan den IJssel,2019,35-44,Male,25.8,15.3,26.0,20.5,19.7,16.3,20.2,59.8,29.7,3.8,65.9,16.2,9.8,48.8,62.0,16.1,40.0,38.4
Langeland,Krimpen aan den IJssel,2019,35-44,Female,27.3,19.2,23.3,22.9,20.4,18.3,21.3,57.9,31.4,4.9,64.6,17.5,9.3,46.1,62.0,13.2,41.0,37.1
Langeland,Krimpen aan den IJssel,2020,35-44,Male,25.6,15.9,26.1,20.1,19.8,16.5,20.4,58.9,30.1,4.0,65.3,15.9,9.5,48.8,62.0,11.4,40.3,36.8
Langeland,Krimpen aan den IJssel,2020,35-44,Female,27.1,18.6,23.2,23.0,21.2,18.6,21.2,57.7,31.8,4.6,64.6,18.3,8.9,45.7,62.0,17.1,43.1,38.0
Langeland,Krimpen aan den IJssel,2021,35-44,Male,25.1,15.3,26.4,19.7,19.5,17.0,21.0,59.7,29.7,4.4,65.3,16.1,9.2,48.7,62.0,17.7,40.1,38.8
Langeland,Krimpen aan den IJssel,2021,35-44,Female,26.9,19.2,23.6,23.0,21.0,18.6,21.5,58.0,31.8,4.5,64.5,17.9,9.4,46.3,62.0,12.3,43.5,36.9
Langeland,Krimpen aan den IJssel,2022,35-44,Male,25.4,15.5,26.3,19.9,19.4,16.5,20.2,59.3,30.2,3.7,65.4,16.4,9.4,49.0,61.6,13.6,39.3,37.9
Langeland,Krimpen aan den IJssel,2022,35-44,Female,27.0,19.0,23.5,23.2,20.9,18.7,21.2,57.9,31.0,4.0,63.7,17.9,9.2,45.8,62.0,11.6,41.8,37.3
Langeland,Krimpen aan den IJssel,2018,45-54,Male,24.8,15.2,28.0,23.2,22.4,15.9,19.7,58.6,27.4,3.8,63.5,21.0,14.0,47.1,62.0,15.4,39.8,38.2
Langeland,Krimpen aan den IJssel,2018,45-54,Female,26.4,17.1,24.6,25.1,23.6,17.9,21.4,58.2,28.8,4.3,61.7,23.2,13.7,44.1,62.0,12.5,41.5,39.9
Langeland,Krimpen aan den IJssel,2019,45-54,Male,24.9,15.3,27.4,23.2,22.4,16.3,20.5,59.1,28.1,3.6,62.7,20.8,14.1,47.1,62.0,13.2,40.6,38.4
Langeland,Krimpen aan den IJssel,2019,45-54,Female,25.6,17.1,25.3,25.6,23.1,18.0,21.1,57.7,28.4,4.0,61.2,23.0,13.6,44.0,62.0,16.1,42.4,36.9
Langeland,Krimpen aan den IJssel,2020,45-54,Male,25.0,15.3,27.2,23.2,22.0,16.0,20.2,58.5,27.2,3.3,62.7,21.4,13.7,47.8,62.0,17.7,41.0,38.7
Langeland,Krimpen aan den IJssel,2020,45-54,Female,25.6,16.8,24.4,25.7,22.6,17.3,20.7,58.2,28.5,3.9,61.5,22.8,13.7,44.3,62.0,17.5,42.4,39.3
Langeland,Krimpen aan den IJssel,2021,45-54,Male,25.3,15.4,27.8,23.1,22.4,16.2,20.4,59.1,27.4,4.1,63.3,21.5,13.8,47.3,62.0,13.3,39.4,36.2
Langeland,Krimpen aan den IJssel,2021,45-54,Female,25.6,17.2,24.6,25.6,22.8,17.8,20.7,57.4,28.7,4.3,61.3,23.3,13.8,43.9,62.0,10.6,41.8,39.5
Langeland,Krimpen aan den IJssel,2022,45-54,Male,24.9,15.2,27.2,22.8,22.3,15.7,20.5,58.8,28.0,3.7,62.9,21.4,13.2,47.0,62.0,15.1,40.6,37.5
Langeland,Krimpen aan den IJssel,2022,45-54,Female,25.6,16.7,24.6,25.7,22.7,17.2,20.9,57.8,29.2,4.3,62.1,22.9,13.7,43.8,62.0,11.4,40.6,40.1
Langeland,Krimpen aan den IJssel,2018,55-64,Male,24.0,15.0,27.6,22.6,24.5,15.4,19.4,57.2,24.9,3.0,59.3,26.2,17.0,45.1,62.0,12.5,39.5,37.4
Langeland,Krimpen aan den IJssel,2018,55-64,Female,25.4,17.6,24.8,24.8,26.0,17.6,20.4,56.5,27.4,3.6,57.5,27.7,17.0,42.3,62.0,13.4,40.3,37.1
Langeland,Krimpen aan den IJssel,2019,55-64,Male,24.4,14.8,28.0,22.0,24.5,15.5,19.7,57.2,25.9,2.3,59.6,26.5,17.1,45.5,62.0,12.4,40.0,38.7
Langeland,Krimpen aan den IJssel,2019,55-64,Female,26.0,17.1,24.8,25.1,25.6,17.3,20.3,56.6,27.2,3.4,58.3,27.4,16.3,41.7,62.0,12.5,40.8,37.8
Langeland,Krimpen aan den IJssel,2020,55-64,Male,24.0,14.6,28.0,21.7,25.1,15.5,19.7,56.9,25.4,2.6,59.3,26.6,16.8,45.2,62.0,14.7,40.5,36.8
Langeland,Krimpen aan den IJssel,2020,55-64,Female,25.6,16.9,25.3,24.4,25.9,17.6,20.8,56.7,27.0,2.8,58.3,27.1,16.9,42.3,62.0,15.8,42.5,38.0
Langeland,Krimpen aan den IJssel,2021,55-64,Male,24.2,14.8,28.2,21.6,24.5,15.2,19.4,56.9,25.5,2.3,59.3,26.7,17.1,45.7,62.0,11.7,37.4,36.5
Langeland,Krimpen aan den IJssel,2021,55-64,Female,26.1,17.4,25.1,24.5,25.4,17.6,20.8,55.9,27.4,3.0,58.0,27.4,17.0,42.3,62.0,17.8,41.6,37.7
Langeland,Krimpen aan den IJssel,2022,55-64,Male,24.8,14.2,27.3,22.4,24.6,15.4,19.0,57.4,25.2,3.0,59.6,26.8,17.7,45.6,62.0,13.7,38.9,39.2
Langeland,Krimpen aan den IJssel,2022,55-64,Female,26.0,17.1,24.9,25.1,25.9,17.6,20.3,56.1,27.1,3.6,57.6,27.1,16.9,42.1,62.0,14.9,40.4,38.1
Kortland,Krimpen aan den IJssel,2018,18-24,Male,16.9,12.1,30.4,13.3,9.6,12.4,15.2,62.6,24.9,3.7,78.4,1.5,1.6,60.4,60.7,12.6,33.4,37.1
